job_id,title,employer,sector,source,salary_min,salary_max,location,zip,remote,posted_date,url
5562691281,Property Damage Attorney,PLG Damage Attorneys,private,adzuna,105000,150000,"Galena Park, Harris County",77386,False,2026-01-01T07:57:46Z,https://www.adzuna.com/details/5562691281?utm_medium=api&utm_source=516145e7
5562690673,Director Of Revenue Integration,The Fixated Group,private,adzuna,120000,150000,"Galena Park, Harris County",77386,False,2026-01-01T07:57:38Z,https://www.adzuna.com/details/5562690673?utm_medium=api&utm_source=516145e7
5569334082,Parts Warehouse Employee,Chastang Enterprises,private,adzuna,27040,31200,"Kashmere Gardens, Houston",77386,False,2026-01-05T20:35:52Z,https://www.adzuna.com/details/5569334082?utm_medium=api&utm_source=516145e7
5503204161,Guitar Technician (Luthier) Store 495,Guitar Center,private,adzuna,70309.8,70309.8,"Waller, Harris County",77386,False,2025-11-19T10:13:48Z,https://www.adzuna.com/details/5503204161?utm_medium=api&utm_source=516145e7
5503202941,Guitar Technician (Luthier) Store 495,Guitar Center,private,adzuna,61895.76,61895.76,"Stagecoach, Montgomery County",77386,False,2025-11-19T10:13:25Z,https://www.adzuna.com/details/5503202941?utm_medium=api&utm_source=516145e7
5503203107,Retail Guitar Repair Tech,Guitar Center,private,adzuna,61548.12,61548.12,"Phelps, Walker County",77386,False,2025-11-19T10:13:29Z,https://www.adzuna.com/details/5503203107?utm_medium=api&utm_source=516145e7
5503202874,Guitar Repair Tech - Guitar Center,Guitar Center,private,adzuna,73518.17,73518.17,"Anderson, Grimes County",77386,False,2025-11-19T10:13:24Z,https://www.adzuna.com/details/5503202874?utm_medium=api&utm_source=516145e7
5560596331,Psychiatrist,Talkiatry,private,adzuna,162352.66,162352.66,"Booth, Fort Bend County",77386,False,2025-12-30T19:40:27Z,https://www.adzuna.com/details/5560596331?utm_medium=api&utm_source=516145e7
5503203853,Retail Guitar Repair Tech - Base Pay  Commissions,Guitar Center,private,adzuna,48533.5,48533.5,"Navasota, Grimes County",77386,False,2025-11-19T10:13:43Z,https://www.adzuna.com/details/5503203853?utm_medium=api&utm_source=516145e7
5503203190,Guitar Technician,Guitar Center,private,adzuna,49637.07,49637.07,"Dobbin, Montgomery County",77386,False,2025-11-19T10:13:30Z,https://www.adzuna.com/details/5503203190?utm_medium=api&utm_source=516145e7
