job_id,title,employer,sector,source,salary_min,salary_max,location,zip,remote,posted_date,url
5562692070,Rehab/Restorative Aide /CNA - FT,"Notre Dame Health Care Center, Inc.",private,adzuna,42640,53019,"Greendale, Worcester County",02906,False,2026-01-01T07:57:58Z,https://www.adzuna.com/details/5562692070?utm_medium=api&utm_source=516145e7
5562690947,Transaction & Buyer Support Specialist,"Your Home Sold Guaranteed Realty, The Nathan Clark Team",private,adzuna,75000,100000,"Centerdale, Providence County",02906,False,2026-01-01T07:57:42Z,https://www.adzuna.com/details/5562690947?utm_medium=api&utm_source=516145e7
5562690315,"Diesel Truck Mechanic - E. Providence, RI",Diesel Direct Inc,private,adzuna,52000,66560,"East Providence, Providence County",02906,False,2026-01-01T07:57:32Z,https://www.adzuna.com/details/5562690315?utm_medium=api&utm_source=516145e7
5562693288,Revenue Cycle Representative/Medical Receptionist,Aspire Dermatology LLC,private,adzuna,41600,47840,"North Kingstown, Washington County",02906,False,2026-01-01T07:58:12Z,https://www.adzuna.com/details/5562693288?utm_medium=api&utm_source=516145e7
5564014863,Master's Level Clinician (Seeking LMHC) - Fee For Service,Thriveworks,private,adzuna,109644.91,109644.91,"Roxbury Crossing, Suffolk County",02906,False,2026-01-01T19:58:31Z,https://www.adzuna.com/details/5564014863?utm_medium=api&utm_source=516145e7
5564015007,Master's Level Clinician (Seeking LICSW) - Fee For Service,Thriveworks,private,adzuna,121863.07,121863.07,"West Roxbury, Suffolk County",02906,False,2026-01-01T19:58:33Z,https://www.adzuna.com/details/5564015007?utm_medium=api&utm_source=516145e7
5564015478,Master's Level Clinician (Seeking LICSW) - Fee For Service,Thriveworks,private,adzuna,99346.46,99346.46,"Stoughton, Norfolk County",02906,False,2026-01-01T19:58:40Z,https://www.adzuna.com/details/5564015478?utm_medium=api&utm_source=516145e7
5567520881,Licensed Talk Therapist - Fee For Service,Thriveworks,private,adzuna,134038.39,134038.39,"South Boston, Suffolk County",02906,False,2026-01-04T19:55:35Z,https://www.adzuna.com/details/5567520881?utm_medium=api&utm_source=516145e7
5564014872,Master's Level Clinician (Seeking LMHC) - Fee For Service,Thriveworks,private,adzuna,103288.91,103288.91,"South Boston, Suffolk County",02906,False,2026-01-01T19:58:31Z,https://www.adzuna.com/details/5564014872?utm_medium=api&utm_source=516145e7
5564014980,Master's Level Clinician (Seeking LMHC) - Fee For Service,Thriveworks,private,adzuna,106689.27,106689.27,"Natick, Middlesex County",02906,False,2026-01-01T19:58:32Z,https://www.adzuna.com/details/5564014980?utm_medium=api&utm_source=516145e7
5564015029,Master's Level Clinician (Seeking LICSW) - Fee For Service,Thriveworks,private,adzuna,93900.16,93900.16,"East Freetown, Bristol County",02906,False,2026-01-01T19:58:33Z,https://www.adzuna.com/details/5564015029?utm_medium=api&utm_source=516145e7
5564015227,Master's Level Clinician (Seeking LICSW) - Fee For Service,Thriveworks,private,adzuna,99583.23,99583.23,"Marlborough, Middlesex County",02906,False,2026-01-01T19:58:35Z,https://www.adzuna.com/details/5564015227?utm_medium=api&utm_source=516145e7
5564015262,Master's Level Clinician (Seeking LICSW) - Fee For Service,Thriveworks,private,adzuna,93762.72,93762.72,"Elmwood, Plymouth County",02906,False,2026-01-01T19:58:36Z,https://www.adzuna.com/details/5564015262?utm_medium=api&utm_source=516145e7
5564015506,Master's Level Clinician (Seeking LMHC) - Fee For Service,Thriveworks,private,adzuna,97891.06,97891.06,"Avon, Norfolk County",02906,False,2026-01-01T19:58:40Z,https://www.adzuna.com/details/5564015506?utm_medium=api&utm_source=516145e7
5564015043,Master's Level Clinician (Seeking LICSW) - Fee For Service,Thriveworks,private,adzuna,95464.05,95464.05,"Fayville, Worcester County",02906,False,2026-01-01T19:58:33Z,https://www.adzuna.com/details/5564015043?utm_medium=api&utm_source=516145e7
5564047128,Part Time Licensed Talk Therapist - Fee For Service,Thriveworks,private,adzuna,105049.02,105049.02,"South Grafton, Worcester County",02906,False,2026-01-01T20:04:03Z,https://www.adzuna.com/details/5564047128?utm_medium=api&utm_source=516145e7
